BoardGameRank,2018-10-06,2018-10-13,2018-10-20,2018-10-27,2018-11-03,2018-11-09,2018-11-17,2018-11-24,2018-12-01,2018-12-08,2018-12-15,2018-12-22,2018-12-29,2019-01-05,2019-01-12,2019-01-19,2019-01-26,2019-02-02,2019-02-09,2019-02-16,2019-02-23,2019-03-02,2019-03-09,2019-03-16,2019-03-23,2019-03-30,2019-04-06,2019-04-13,2019-04-20,2019-04-27,2019-05-04,2019-05-11,2019-05-18,2019-05-25,2019-06-01,2019-06-08,2019-06-15,2019-06-22,2019-06-29,2019-07-06,2019-07-13,2019-07-20,2019-07-27,2019-08-03,2019-08-10,2019-08-17,2019-08-24,2019-08-31,2019-09-07,2019-09-14,2019-09-21,2019-09-28,2019-10-05,2019-10-12,2019-10-19,2019-10-26,2019-11-02,2019-11-09,2019-11-16,2019-11-23,2019-11-30,2019-12-07,2019-12-14,2019-12-21,2019-12-28,2020-01-04,2020-01-11,2020-01-18,2020-01-25,2020-02-01,2020-02-08,2020-02-15,2020-02-22,2020-02-29,2020-03-07,2020-03-14,2020-03-21,2020-03-28,2020-04-04,2020-04-11,2020-04-18,2020-04-25,2020-05-02,2020-05-09,2020-05-16,2020-05-23,2020-05-30,2020-06-06,2020-06-13,2020-06-20,2020-06-27,2020-07-04,2020-07-11,2020-07-18,2020-07-25,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26,2021-01-02,2021-01-09,2021-01-16,2021-01-23,2021-01-30,2021-02-06,2021-02-13,2021-02-20,2021-02-27,2021-03-06,2021-03-13,2021-03-20,2021-03-27,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22
3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31506,144566,10431,23142,63758,25574,6817,17,12283,,3125,7742,266179,963,25491,230059,178940,283294,5445,14634,1125,103091,4210,216856,7571,275870,129156,159581,161297,215471,6927,28086,181501,177515,8946,11106,264476,146149,246639,33495,144388,177515,831,246639,194232,3413,129556,194232,27165,194232,144388,72667,39328,25114,176361,130552,198832,203204,247314,130552,10174,3828,146784,38984,183578,192343,854,29294,255805,364,84464,181523,1717,58798,247360,316622,39832,192,192673,2363,235544,122159,66081,192673,3577,122159,152053,8207,233973,4214
3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38821,1496,,90041,3518,129156,177515,88594,76,,101013,62972,963,136192,230200,253399,5740,129156,55863,57998,104627,2,142239,2129,178210,69552,234711,2150,137095,256623,169649,181501,137095,129820,130552,42490,65568,11106,256623,207898,5445,40603,42306,227893,130552,241477,3413,173275,10814,88513,3086,107704,13751,173115,165876,176361,38318,23953,203204,177515,99312,91773,114438,146149,159632,61484,253574,227893,189350,92666,227893,232830,253574,1212,3661,1545,1545,339,935,143484,339,42929,911,164506,171110,13301,128698,200511,255805,163976
3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318,3318,66193,3318,104573,6930,25574,226519,8993,8920,163641,963,651,161527,175222,132326,146559,248,145642,912,178940,178940,195709,251551,1125,137095,196305,181501,655,255659,181501,256623,42244,28086,42490,198832,11106,33495,104627,243696,234711,144388,5445,313,227893,216578,221155,3593,293014,178940,34496,163163,34496,755,92643,216578,216578,216578,24,99312,29256,16497,253574,29387,253756,232830,192343,164865,233006,,65225,284333,6263,1717,276090,150484,235544,256804,8668,10947,2363,233973,89415,66081,13301,3577,2250,122159,1821,237706
3409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129156,43320,4550,180241,23142,63758,158130,19989,138166,139508,217894,217894,143994,230200,129614,2555,258411,126239,1498,63196,4210,159406,62853,5825,123885,13855,137095,1350,104627,655,18243,10156,177515,217949,227893,130552,130552,65568,215471,159581,40603,119632,40603,247694,195709,243696,216578,64956,63740,250561,88513,249673,177515,39328,28396,165876,247314,247314,216578,216578,122690,99312,13123,274841,29805,854,154905,6778,234711,234711,4258,274426,181523,211940,274426,160903,122159,244946,89415,247360,143484,271512,261342,229956,66081,171110,122159,254619,261342,156
3410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,29355,172965,639,3318,6203,1577,232595,9829,1125,270314,192240,146149,310,271060,3208,2555,5316,258411,8130,14634,5316,1125,104627,217949,151151,159581,129156,3408,3408,234711,235512,128733,137095,177515,8946,172225,181501,206939,177515,33495,241225,234711,97273,28218,198832,63167,176334,26235,10814,194232,220827,17851,160903,4854,206939,229791,92643,4173,172584,105187,243696,27680,834,4556,146149,7062,229,227893,3137,92666,227893,247360,41636,255633,94902,94902,271512,293531,392,300683,143484,171110,268890,257726,3548,3577,276090,244946,276090
3411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29355,6481,144566,114912,4550,104573,6930,6817,6817,13084,246150,11269,870,177515,1143,34227,3208,178940,201455,178940,36887,104627,5316,201455,195709,274090,165,206939,20865,20865,172225,198832,10156,10156,225,42328,8946,8946,11106,255659,243696,255659,111502,9617,234711,111502,8946,12171,153422,186279,249673,21985,229713,13751,25114,247314,241225,146149,33434,249590,146784,144761,206939,2876,5651,156840,206939,45134,276090,65534,232830,3730,6663,6663,235544,255633,150484,39832,31545,31545,10947,2470,192343,261342,392,247360,171110,128698,12004,4112
3412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158130,6817,6481,86156,131246,3518,138166,155496,32002,32424,178940,246150,7742,548,270538,56796,255907,226588,146559,246228,50381,50381,31745,24568,9963,234711,206939,69552,256623,270847,217949,169649,217949,243696,243696,137095,42328,172225,33495,101682,194232,146149,214996,173275,111502,1206,243696,3413,143981,63740,146149,27165,186279,177515,247314,177515,3593,177515,92643,213370,172584,38318,207898,249673,249673,127312,232830,8229,134711,3730,3137,84464,227893,227893,97803,122159,160903,229632,192,192673,271512,339,139326,20782,20782,177727,13301,24878,128698,255805
3413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10934,101929,1496,10431,147707,23142,3518,25574,245928,25294,100734,184267,225163,24947,161527,25491,34227,142889,248,20101,104377,241225,216578,234711,234711,217949,69552,1125,2150,2150,159868,6927,235512,128733,128733,146149,5445,128733,241225,176334,255659,33495,2073,831,8946,130552,40603,8946,55601,198832,26235,214996,27165,3593,214996,287938,213953,213953,177515,213953,13005,253574,32382,184700,40276,206939,1493,1493,253574,253574,3730,92666,4258,4258,211940,163931,8668,249814,229632,26055,31545,2363,568,171110,143484,392,3548,66081,4112,12234
3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101929,31506,3318,66193,146725,3318,127784,127784,169341,39019,159575,180543,159575,686,963,55165,129614,14634,226588,5445,4079,912,104627,4210,104627,267378,217949,217949,1350,217949,256623,161297,169649,235512,42244,255659,,5445,299047,11106,206939,246639,119632,120669,173275,227893,173275,216578,129556,26235,186279,23890,3593,247314,177515,92643,146149,38318,213953,24,247314,207898,9675,146784,155702,150484,276090,7935,206156,4258,65534,6542,6542,66424,6263,234711,163931,174476,392,935,233973,257726,325555,295948,911,162263,177727,89415,8207,244946
3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172965,172965,158130,4550,32424,4550,10431,104573,88594,142063,89,101013,62972,163056,178940,175222,132326,65825,8515,201455,201455,62853,103091,159406,146130,123885,214996,255708,196305,177515,255659,18243,6927,169649,42142,104627,198832,42490,176334,28805,28805,194232,194232,146149,313,195709,176334,129556,234711,27165,27165,3086,193483,270109,160903,28396,130552,3593,94902,198832,94902,130552,91773,41052,184700,270168,816,206939,154905,4047,364,65225,296345,181523,181523,235544,181494,192673,8166,8668,192,10947,309110,911,89415,143484,317231,171110,247360,3632
3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180241,696,31506,172965,86156,131246,179350,158130,17,4562,25294,159575,217894,101013,72644,129614,56796,66190,126239,252854,8130,57998,2,14634,254213,142,62225,256623,217949,227893,161297,137095,161297,6927,28086,42142,235512,264476,172225,206939,42328,42328,255659,232830,120669,28218,111502,178940,41239,153422,106999,206939,14634,27165,39328,4854,19358,229791,130552,4173,177515,3475,3828,13123,286160,207898,255805,3463,103339,161530,154905,161530,3730,6542,232830,247360,256804,8668,61458,2250,2250,392,247360,89415,192673,20782,66081,137909,66081,145012
3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,158130,43320,266967,90041,147707,6203,3518,7843,17027,310,163641,11269,178940,548,161527,25491,180761,142889,55863,5316,23950,159406,1125,216578,159581,255708,165,206939,137095,3408,243696,6714,161297,129820,243696,262208,241225,42328,246639,101682,273779,8946,234711,9617,831,227893,243696,173092,176334,178940,34496,214996,292032,173115,72667,206939,165876,19358,33434,130552,105187,16497,155702,146149,5651,103339,232830,164865,47046,161530,253574,84464,253574,1717,192343,234711,150484,2250,233973,392,31545,392,139326,268890,66081,247360,177727,254619,6688
3418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247360,160744,38821,32424,10431,146725,23142,1577,8521,441,1376,310,246150,706,207687,963,246228,123228,5740,152510,146559,23685,912,255659,2129,7571,104627,216578,1125,196305,137095,172225,18243,130552,169649,225,1705,206939,65568,214996,246639,18746,146149,119632,146149,8946,195709,40603,176334,3593,206939,143981,72667,34496,297895,25114,165876,94902,38318,203204,213953,172584,258104,206939,38984,201509,61484,154905,41052,154905,142124,318983,92666,275010,1212,1717,72667,1545,178892,89415,237860,192673,192673,247360,164506,911,392,261342,122159,254619
3419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160744,10934,29355,129294,2640,86156,226519,6930,13354,138166,8920,100734,180543,253399,24947,72644,321,258411,246228,1498,145642,38931,38931,62853,230059,216578,151151,151151,267814,267814,165,217949,214996,104627,235512,128733,128733,1705,144743,8946,176334,28805,216578,198832,97273,173275,280132,28218,3413,3413,3413,106999,292032,255633,14634,129556,72667,198832,3593,249673,292034,24,243696,32424,29387,255805,2077,7062,29294,27385,4047,65534,253506,364,35935,238916,1717,72667,150484,8166,26055,192,268890,2363,247360,42929,20782,244946,24878,150484
3420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163929,163929,269752,144566,639,90041,31506,31506,104573,12283,139508,114903,101013,3855,310,255659,226588,154510,65825,145642,20101,216578,234711,142239,14634,195709,181501,130552,165,225163,655,159868,198832,181501,217949,42244,225,255659,8946,227893,207898,101682,33495,42306,255659,234711,28218,111502,63167,143981,130552,3413,255633,129556,130552,214996,28396,19358,146149,292034,207898,29256,144761,275969,2876,41052,3463,234711,6778,45134,94902,266460,235544,92666,214996,6263,6263,163931,160903,229632,935,2250,162263,568,2363,150484,261342,247360,192343,7479
3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206754,182116,696,6481,114912,10431,90041,243538,266460,76,13084,89,253399,159575,162107,548,72644,216578,252854,269968,5445,254513,57998,5316,5825,178210,142,142,216578,1350,232830,216578,206939,3408,104627,28086,42244,104627,243696,27969,8946,207898,28805,40603,2073,313,130552,97273,146149,234711,176334,176334,129556,249590,201006,3593,253574,130552,261145,92643,38318,213370,38318,27680,153999,276004,201509,854,229,164865,47046,3137,6688,274426,6542,181523,249814,276090,233973,61458,150484,247360,21464,162263,214996,2470,214996,168839,6688,1821
3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38735,38821,6817,1496,66193,31506,3318,138166,31506,8993,266460,3125,209003,226588,163056,24947,255659,145888,154510,104627,248,274638,1498,31745,24568,256623,85204,85204,69552,206939,206939,255659,120669,6714,28805,181501,42490,235512,227893,1705,181501,8946,18746,5445,831,120669,831,227893,3593,41239,143981,144388,107704,14634,13751,39328,176361,261145,292034,39328,261145,216578,99312,114438,146784,253574,41052,41052,45134,227893,253574,282435,161530,266460,66424,271512,253574,1717,39832,192,8668,244946,2363,301607,150484,2363,150484,392,89415,12004
3423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182116,368,204801,158130,191438,66193,4550,10431,3518,169341,39019,283948,310,25294,686,162107,161527,21373,66190,146559,55863,209136,23685,264196,57998,104627,1125,123885,255659,1125,178940,3408,159868,198832,198832,227893,28086,243696,128733,181501,11106,195709,207898,195709,5445,9617,198832,41239,8946,173092,41239,26235,21985,143981,34496,249673,129556,206939,39328,285894,4173,122690,105187,32382,114438,255455,150484,276090,1493,6778,164865,364,65534,3730,58798,3661,284936,181494,235544,235544,61458,935,147747,392,162263,192673,42929,13301,237706,282291
3424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535,164702,101929,108344,31506,639,131246,179350,25574,46782,142063,25294,100734,149361,253399,310,55165,5740,180761,248,152510,4001,258148,216578,4210,146130,216578,104627,130552,274093,198832,165,243696,206939,181501,10156,255659,225,5445,42328,198832,65568,247694,255659,18746,97273,97273,130552,64956,55601,63740,178940,173275,55834,755,249590,173115,176361,165876,146149,245645,245645,130552,9675,834,4556,63539,280748,7935,267009,233006,27385,65225,14188,253574,97803,192343,234711,300936,150484,192673,150484,143484,150484,147887,261342,162263,3577,192673,8207
3425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26447,1535,177515,43320,43320,114912,147707,6203,147707,9829,4562,226588,163641,255659,226588,178940,283649,269160,7614,8515,1498,302,159581,57998,201455,209136,121073,255659,142,104627,130552,178940,255659,120669,10156,161297,243696,3408,264476,128733,195709,181501,195709,207898,119632,255659,234711,831,206939,146149,55601,281075,23890,201006,3593,173115,25114,129556,72667,261145,24,13005,3475,91773,13123,216578,5651,816,854,29294,29294,154905,3137,235544,227893,253574,181523,192343,174476,234711,247360,8668,301607,192343,229956,257726,143484,152053,177727,284217
3426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171261,177515,160744,38821,1496,1496,86156,23142,19989,6817,17027,1376,89,870,101013,163056,268586,3895,216578,221230,63196,72420,216856,195709,62853,24568,178210,214996,85204,267735,146149,146149,3408,159868,264476,20865,181501,274428,235512,274428,232830,206939,198832,65568,42306,146149,313,198832,789,63167,2073,271530,146149,72667,129556,14634,173275,72667,206939,19358,33434,177515,32424,287607,32424,271321,127312,201509,3463,229,134711,47046,364,250396,275010,276090,276090,6263,72667,160903,229632,229632,2470,143484,568,164506,911,192673,214996,233973
3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10167,180241,266967,232824,696,1125,66193,86156,155496,32002,226588,8920,149361,217894,706,686,548,255659,206939,7614,267370,234711,251551,2,31745,255659,235922,248861,178210,165,216578,130552,20865,196305,20865,217949,161297,28086,1705,42244,65568,27969,181501,41239,40603,18746,1206,255659,178940,5445,234711,193483,163163,214996,249590,160903,34496,173115,245645,38318,203204,258104,300877,253574,9675,253664,199182,103339,232830,142124,6778,132758,316858,161530,41636,211940,3661,287742,192343,174476,39832,39832,42929,168839,261342,147887,257726,150484,171110,122159
3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079,206754,255664,160744,6481,2640,63758,4550,23142,25574,189222,139508,264241,651,651,870,272682,28044,234711,126239,254213,145642,23950,38931,255659,5825,123885,62225,198832,130552,20865,655,146149,241225,5445,28805,104627,227893,42490,137095,42244,217949,65568,18746,65568,176334,120669,119632,173275,64956,5445,194232,198832,107704,27165,198832,214996,207898,129556,94902,258104,243797,213370,207898,243696,38984,4556,2077,7062,66120,8229,45134,266460,65534,266460,66424,97803,6688,163931,39832,72667,160903,214996,244946,168839,254619,164506,303551,150484,247360
3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,38735,108161,696,206754,144566,639,131246,127784,147707,7843,13084,3125,7742,142063,258411,870,,21373,206939,159581,254213,5445,103091,159406,2129,13855,121073,123885,216578,120669,20865,655,28805,255659,129820,3408,42244,160903,42490,1705,137095,42328,137095,207898,2073,9617,234711,12171,129556,173092,146149,3086,193483,21985,13751,261145,25114,176361,3593,3593,214996,29256,99312,130552,29387,155025,61484,8229,134711,229,235544,284333,65225,364,164865,271512,266460,1545,178892,160903,61458,339,21464,139326,214996,2470,229632,137909,192673
3430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170901,222,163929,164702,172965,206754,114912,147707,158130,246150,88594,249411,230200,142063,159575,207687,175222,2555,145888,216578,221230,8130,72420,267378,284775,241225,225163,7571,225163,69552,234469,120669,130552,264476,232830,232830,10156,160903,217949,198832,27969,262114,217949,176334,176334,42306,146149,313,130552,65568,64956,88513,247314,21985,287938,21985,39328,28396,198832,232830,169649,146784,172584,24,27680,2077,216578,255805,306040,1493,45134,233006,220133,214996,284333,1212,211940,181523,244946,72667,174476,72667,244946,147747,21464,168839,168839,3548,392,20782
3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,300,182116,101929,38821,177515,1496,246761,258451,155496,138166,39019,17027,143994,255659,1143,24947,25491,276498,142889,8515,1498,14634,1498,2,159406,7571,2,214996,151151,281946,232830,216578,232830,161297,3408,137095,249763,225,65568,120669,42490,1705,33495,241477,40603,119632,146149,28218,206939,153422,63167,234711,17851,198832,34496,4854,34496,207898,206939,39328,3593,24,16497,41052,142124,142124,150484,142124,22347,27385,146784,275010,284333,6663,35935,1212,247360,181494,1545,8166,268890,10947,339,244946,139326,147887,6688,13301,66081
3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108161,10167,1535,29355,144566,696,2640,90041,1577,88594,441,253399,114903,255907,258411,255907,162107,3208,72644,28044,214234,4079,255659,23685,38931,2,2,209136,151151,268620,241225,241225,232830,255659,6927,241225,42142,137095,3408,2150,137095,42244,6714,178940,297985,207898,41239,1206,195709,789,129556,2073,249590,23890,72667,55834,13751,214996,25114,258104,146149,206939,216578,144761,255805,199182,281658,155025,150484,132758,1493,134711,250396,3137,14188,256804,247360,287158,234711,163931,178892,214996,8668,935,8668,21464,139326,237706,229632,128698
3433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142262,142262,26447,206754,160744,6481,144566,258451,191438,17,169341,4562,177515,180543,25294,651,963,34227,104627,72644,72420,14634,241225,275870,103091,57998,209136,228959,232830,142,28805,28805,172225,18243,69552,264476,28805,161297,274428,3408,6714,232830,101682,28805,181501,5445,255659,195709,144325,8946,8946,8946,196305,146149,55834,146149,14634,39328,215471,169649,23953,94902,13005,3475,32382,155025,29387,216578,816,233006,189350,6778,27385,6688,4258,6542,245645,214996,214996,192343,234711,8166,168839,42929,192343,8668,309113,339,3577,24878
3434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164702,26447,180241,191438,101929,226519,243538,66193,4550,8521,253399,17027,25294,11269,225163,225163,225163,234711,28044,65825,7614,63196,4001,912,264196,4210,255659,178210,62225,85204,1350,1350,2150,655,196305,6927,129820,42142,42244,215471,42490,198832,206939,297985,41239,65568,178940,120669,250561,12171,789,234711,143981,3413,3413,27165,21985,4854,28396,245645,92643,92643,122690,213370,91773,114438,38984,127312,2077,255653,132758,4047,47046,164865,256804,72667,214996,3661,1717,214996,268890,234711,31545,214996,229632,309113,2363,935,275089,89415
3435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191438,108161,206754,177515,180241,191438,191438,63758,86156,7843,12283,177515,192240,62972,136192,706,310,192240,255659,154510,72644,159581,302,145642,1498,9963,195709,198832,209136,178210,1125,1125,178940,20865,3408,120669,1125,28805,161297,262114,2150,1705,42244,181501,178940,41239,18746,9617,193483,130552,28218,262547,26235,276997,107704,3086,249673,249673,34496,72667,214996,33434,177515,130552,207898,3463,207898,199182,61484,103339,201509,275010,45134,192343,288513,274426,255393,97803,232830,261342,1545,1545,229632,2470,188390,244946,192673,214996,300753,192343
3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22420,129294,10934,31506,1125,38821,206754,3318,172965,13354,76,142063,1376,17027,870,142063,163056,56796,123228,5740,255659,36887,277597,245487,23685,62853,2129,9963,7571,198832,2150,2150,241225,216578,120669,6714,20865,129820,42142,225,215471,120669,137095,1705,298065,215471,2073,2073,111502,28218,12171,5445,178940,234711,261145,755,94902,13751,173115,207898,198832,10174,3593,216578,206939,29805,255455,142124,206939,206156,255653,29294,132758,84464,192343,214996,164865,232830,6263,1717,163931,192343,192,10947,935,229632,254619,42929,152053,2470
3437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69130,171261,368,220588,108344,252556,26447,639,179350,127784,25574,127784,226588,225163,7742,246228,686,72644,3895,258309,206939,5445,8130,23950,5316,31745,5825,230059,2,123885,227893,227893,28805,146149,655,5445,6927,217949,6714,6714,128733,6714,120669,206939,33495,178940,206939,5445,40603,173275,63167,65568,3413,198832,173275,3413,107704,173275,214996,312804,249673,4173,214996,243696,213370,245645,114438,4556,155025,41052,302260,189350,154905,268890,132758,227893,35935,66424,276090,276090,261342,178892,935,8668,42929,309105,21464,188390,229956,3577
3438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3487,191438,191438,1125,26447,160744,696,114912,10431,104573,147707,88594,8920,163641,3855,143994,252399,132326,280136,195709,5740,152510,50381,5445,142239,277699,32002,195709,270847,234469,69552,104627,1350,165,241225,69552,232830,20865,195709,216578,262114,104627,104627,217949,217949,274426,42306,274426,120669,195709,65568,299169,2073,173275,193483,107704,27165,14634,4854,215471,19358,39328,287607,3593,253574,155702,245645,2876,201509,8229,41052,192343,146784,45134,245645,132758,6542,1212,261342,6688,214996,243696,150484,31545,234711,192343,8668,164506,2470,177727
