game_id,name,boardgamedesigner,boardgameartist,yearpublished,minplayers,maxplayers,minage,playingtime,minplaytime,maxplaytime,boardgamepublisher,boardgamecategory,boardgamefamily,boardgamemechanic,AbstractGameRank_min,AbstractGameRank_min_date,AbstractGameRank_max,AbstractGameRank_max_date,first_date_in_ref,BoardGameRank_min,BoardGameRank_min_date,BoardGameRank_max,BoardGameRank_max_date,ChildrensGameRank_min,ChildrensGameRank_min_date,ChildrensGameRank_max,ChildrensGameRank_max_date,CustomizableRank_min,CustomizableRank_min_date,CustomizableRank_max,CustomizableRank_max_date,FamilyGameRank_min,FamilyGameRank_min_date,FamilyGameRank_max,FamilyGameRank_max_date,PartyGameRank_min,PartyGameRank_min_date,PartyGameRank_max,PartyGameRank_max_date,StrategyGameRank_min,StrategyGameRank_min_date,StrategyGameRank_max,StrategyGameRank_max_date,ThematicRank_min,ThematicRank_min_date,ThematicRank_max,ThematicRank_max_date,WarGameRank_min,WarGameRank_min_date,WarGameRank_max,WarGameRank_max_date,bgg_url
174430,Gloomhaven,['Isaac Childres'],"['Alexandr Elichev', 'Josh T. McDowell', 'Alvaro Nebot']",2017,1,4,14,120,60,120,"['Cephalofair Games', 'Albi', 'Albi Polska', 'Arclight', 'Asmodee', 'Feuerland Spiele', 'Galápagos Jogos', 'Games Warehouse', 'Gém Klub Kft.', 'Hobby World', 'Korea Boardgames Co., Ltd.', 'MYBG Co., Ltd.']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Category: Dungeon Crawler', 'Components: Miniatures', 'Components: Multi-Use Cards', 'Components: Standees', 'Creatures: Demons', 'Creatures: Dragons', 'Creatures: Monsters', 'Crowdfunding: Kickstarter', 'Game: Gloomhaven', 'Mechanism: Campaign Games', 'Mechanism: Legacy', 'Players: Games with Solitaire Rules']","['Action Queue', 'Action Retrieval', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Communication Limits', 'Cooperative Game', 'Critical Hits and Failures', 'Deck Construction', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Legacy Game', 'Modular Board', 'Once-Per-Game Abilities', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",,,,,2018-10-06,1,2018-10-06,1,2018-10-06,,,,,,,,,,,,,,,,,1,2018-10-06,1,2018-10-06,1,2018-10-06,1,2018-10-06,,,,,https://boardgamegeek.com/boardgame/174430
161936,Pandemic Legacy: Season 1,"['Rob Daviau', 'Matt Leacock']",['Chris Quilliams'],2015,2,4,13,60,60,60,"['Z-Man Games, Inc.', 'Asterion Press', 'Devir', 'Filosofia Éditions', 'Gém Klub Kft.', 'Hobby Japan', 'Jolly Thinkers', 'Korea Boardgames Co., Ltd.', 'Lacerta', 'Lifestyle Boardgames Ltd', 'MINDOK']","['Environmental', 'Medical']","['Components: Map (Global Scale)', 'Game: Pandemic', 'Mechanism: Campaign Games', 'Mechanism: Legacy', 'Medical: Diseases', 'Region: The World', 'Versions & Editions: Legacy Versions of Non-Legacy Games']","['Action Points', 'Cooperative Game', 'Hand Management', 'Legacy Game', 'Point to Point Movement', 'Set Collection', 'Trading', 'Variable Player Powers']",,,,,2018-10-06,2,2018-10-06,2,2018-10-06,,,,,,,,,,,,,,,,,2,2018-10-06,2,2018-10-06,2,2018-10-06,2,2018-10-06,,,,,https://boardgamegeek.com/boardgame/161936
224517,Brass: Birmingham,"['Gavan Brown', 'Matt Tolman', 'Martin Wallace']","['Lina Cossette', 'David Forest', 'Damien Mammoliti']",2018,2,4,14,120,60,120,"['Roxley', 'Arclight', 'BoardM Factory', 'Conclave Editora', 'CrowD Games', 'Dexker Games', 'Funforge', 'Gém Klub Kft.', 'Ghenos Games', 'Giant Roc', 'Lord of Boards', 'Maldito Games', 'PHALANX', 'TLAMA games']","['Economic', 'Industry / Manufacturing', 'Trains', 'Transportation']","['Cities: Birmingham (England)', 'Country: England', 'Crowdfunding: Kickstarter', 'Food & Drink: Beer', 'Game: Brass', 'History: Industrial Revolution', 'Organizations: The Game Artisans of Canada', 'Theme: Canals']","['Hand Management', 'Income', 'Loans', 'Market', 'Network and Route Building', 'Score-and-Reset Game', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based', 'Variable Set-up']",,,,,2018-10-06,3,2020-06-06,161,2018-10-06,,,,,,,,,,,,,,,,,3,2020-01-04,59,2018-10-06,,,,,,,,,https://boardgamegeek.com/boardgame/224517
167791,Terraforming Mars,['Jacob Fryxelius'],['Isaac Fryxelius'],2016,1,5,12,120,120,120,"['FryxGames', 'Arclight', 'Brädspel.se', 'Fantasmagoria', 'Ghenos Games', 'Green Elephant Games', 'Intrafin Games', 'Kilogames', 'Korea Boardgames Co., Ltd.', 'Lautapelit.fi', 'Lavka Games', 'Lex Games', 'Maldito Games', 'MeepleBR', 'MINDOK', 'MYBG Co., Ltd.', 'NeoTroy Games', 'Pridemage Games', 'Rebel Sp. z o.o.', 'Reflexshop', 'Schwerkraft-Verlag', 'Siam Board Games', 'Stronghold Games', 'SuperHeated Neurons']","['Economic', 'Environmental', 'Industry / Manufacturing', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Components: Map (Global Scale)', 'Components: Multi-Use Cards', 'Game: Terraforming Mars', 'Mechanism: Tableau Building', 'Players: Games with Solitaire Rules', 'Series: Future Timeline (Fryxgames)', ""Space: Earth's Solar System"", 'Space: Mars']","['Drafting', 'End Game Bonuses', 'Hand Management', 'Hexagon Grid', 'Income', 'Set Collection', 'Solo / Solitaire Game', 'Take That', 'Tile Placement', 'Turn Order: Progressive', 'Variable Player Powers']",,,,,2018-10-06,3,2019-08-10,4,2018-10-06,,,,,,,,,,,,,,,,,4,2018-10-06,6,2021-04-10,,,,,,,,,https://boardgamegeek.com/boardgame/167791
233078,Twilight Imperium: Fourth Edition,"['Dane Beltrami', 'Corey Konieczka', 'Christian T. Petersen']",['Scott Schomburg'],2017,3,6,14,480,240,480,"['Fantasy Flight Games', 'ADC Blackfire Entertainment', 'Arclight', 'Asmodee', 'Asterion Press', 'Edge Entertainment', 'Galakta', 'Galápagos Jogos', 'Hobby World', 'Playfun Games', 'sternenschimmermeer']","['Civilization', 'Economic', 'Exploration', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']","['Components: Hexagonal Tiles', 'Components: Map (Interplanetary or Interstellar scale)', 'Components: Miniatures', 'Game: Twilight Imperium', 'Mechanism: 4X']","['Action Drafting', 'Area Majority / Influence', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Tech Trees / Tech Tracks', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Voting']",,,,,2018-10-06,5,2020-11-14,20,2018-10-06,,,,,,,,,,,,,,,,,4,2020-11-14,11,2018-10-06,3,2020-11-14,4,2021-02-27,,,,,https://boardgamegeek.com/boardgame/233078
291457,Gloomhaven: Jaws of the Lion,['Isaac Childres'],"['Francesca Baerald', 'David Demaret', 'Alexandr Elichev']",2020,1,4,14,120,30,120,"['Cephalofair Games', 'Albi Polska', 'Asmodee Italia', 'Feuerland Spiele', 'Korea Boardgames Co., Ltd.']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Category: Dungeon Crawler', 'Components: Book as Board', 'Components: Miniatures', 'Components: Multi-Use Cards', 'Game: Gloomhaven', 'Mechanism: Campaign Games', 'Mechanism: Legacy', 'Players: Games with Solitaire Rules']","['Action Queue', 'Campaign / Battle Card Driven', 'Communication Limits', 'Cooperative Game', 'Critical Hits and Failures', 'Deck Construction', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Legacy Game', 'Line of Sight', 'Once-Per-Game Abilities', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']",,,,,2020-06-27,6,2021-02-27,2247,2020-06-27,,,,,,,,,,,,,,,,,5,2021-04-10,1019,2020-06-27,3,2021-02-27,17,2020-09-05,,,,,https://boardgamegeek.com/boardgame/291457
182028,Through the Ages: A New Story of Civilization,['Vlaada Chvátil'],"['Filip Murmak', 'Radim Pech', 'Jakub Politzer', 'Milan Vavroň']",2015,2,4,14,120,120,120,"['Czech Games Edition', 'Cranio Creations', 'Devir', 'DiceTree Games', 'Eagle-Gryphon Games', 'GaGa Games', 'Gém Klub Kft.', 'HeidelBÄR Games', 'Heidelberger Spieleverlag', 'IELLO', 'MINDOK', 'New Games Order, LLC', 'One Moment Games', 'Rebel Sp. z o.o.']","['Card Game', 'Civilization', 'Economic']","['Digital Implementations: Board Game Arena', 'Game: Through the Ages', 'Mechanism: Tableau Building']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Card Drafting', 'Events', 'Income', 'Take That']",,,,,2018-10-06,3,2018-10-06,7,2021-02-27,,,,,,,,,,,,,,,,,3,2018-10-06,8,2021-02-06,,,,,,,,,https://boardgamegeek.com/boardgame/182028
220308,Gaia Project,"['Jens Drögemüller', 'Helge Ostertag']",['Dennis Lohausen'],2017,1,4,12,150,60,150,"['Feuerland Spiele', 'Capstone Games', 'Cranio Creations', 'DiceTree Games', 'Edge Entertainment', 'Game Harbor', 'Games Factory', 'Hobby World', 'Maldito Games', 'Mandala Jogos', 'Reflexshop', 'Super Meeple', 'テンデイズゲームズ (Ten Days Games)', 'White Goblin Games', 'Z-Man Games, Inc.']","['Economic', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Category: Combinatorial', 'Components: Control Boards', 'Components: Map (Interplanetary or Interstellar scale)', 'Mechanism: Tableau Building', 'Players: Games with Solitaire Rules']","['End Game Bonuses', 'Hexagon Grid', 'Income', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",,,,,2018-10-06,7,2019-03-16,9,2019-11-09,,,,,,,,,,,,,,,,,5,2018-10-06,7,2019-11-30,,,,,,,,,https://boardgamegeek.com/boardgame/220308
187645,Star Wars: Rebellion,['Corey Konieczka'],"['Matt Allsopp', 'David Ardila', 'Balaskas', 'Tiziano Baracchi', 'Ryan Barger', 'Jorge Barrero', 'Cassandre Bolan', 'Jon Bosco', 'Matt Bradbury', 'Adam Burn', 'Alexandre Dainche', 'Christina Davis', 'Anthony Devine', 'Allen Douglas', 'Jose Mikhail Elloso', 'Tony Foti', 'Michele Frigo', 'Mariusz Gandzel', 'Zach Graves', 'Richard Hanuschek', 'Christopher Hosch', 'Andrew Johanson', 'Jeff Lee Johnson', 'Jason Juta', 'Adam Lane', 'Ignacio Bazán Lazcano', 'Ralph McQuarrie', 'Mark Molnar', 'Jake Murray', 'Ameen Naksewee', 'David Auden Nash', 'Mike Nash', 'Maciej Rebisz', 'Alexandru Sabo', 'Tony Shasteen', 'Samuel Shimota', 'Stephen Somers', 'Matthew Starbuck', 'Nicholas Stohlman', 'Angela Sung', 'Darren Tan', 'Ryan Valle', 'Jose Vega', 'VIKO', 'Magali Villeneuve', 'Jacob Walker', 'Ben Zweifel']",2016,2,4,14,240,180,240,"['Fantasy Flight Games', 'ADC Blackfire Entertainment', 'Asterion Press', 'Delta Vision Publishing', 'Edge Entertainment', 'Galakta', 'Galápagos Jogos', 'Heidelberger Spieleverlag', 'Hobby World']","['Civil War', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Components: Map (Interplanetary or Interstellar scale)', 'Components: Miniatures', 'Movies: Star Wars']","['Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Delayed Purchase', 'Dice Rolling', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']",,,,,2018-10-06,6,2018-10-06,9,2021-02-06,,,,,,,,,,,,,,,,,6,2018-10-06,8,2019-08-17,3,2018-10-06,5,2020-11-21,,,,,https://boardgamegeek.com/boardgame/187645
12333,Twilight Struggle,"['Ananda Gupta', 'Jason Matthews']","['Viktor Csete', 'Rodger B. MacGowan', 'Chechu Nieto', 'Guillaume Ries', 'Mark Simonitch']",2005,2,2,13,180,120,180,"['GMT Games', '(Self-Published)', 'Asterion Press', 'Bard Centrum Gier', 'Chrononauts Games', 'Devir', 'DiceTree Games', 'GaGa Games', 'MINDOK', 'PHALANX', 'Udo Grebe Gamedesign', 'Wargames Club Publishing']","['Modern Warfare', 'Political', 'Wargame']","['Components: Map (Global Scale)', 'Components: Multi-Use Cards', 'Country: Soviet Union', 'Country: USA', 'Game: Twilight Struggle', 'History: Cold War', 'Players: Two Player Only Games', 'Region: The World', 'Theme: Nuclear option']","['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Simulation', 'Simultaneous Action Selection', 'Sudden Death Ending', 'Tug of War']",,,,,2018-10-06,5,2018-10-06,10,2021-01-30,,,,,,,,,,,,,,,,,7,2018-10-06,11,2021-05-15,,,,,1,2018-10-06,1,2018-10-06,https://boardgamegeek.com/boardgame/12333
193738,Great Western Trail,['Alexander Pfister'],"['Alexander Pfister', 'Chris Quilliams', 'Andreas Resch']",2016,1,4,12,150,75,150,"['eggertspiele', '999 Games', 'Arclight', 'Broadway Toys LTD', 'Conclave Editora', 'Delta Vision Publishing', 'Ediciones MasQueOca', 'Gigamic', 'Korea Boardgames Co., Ltd.', 'Lacerta', 'Ludicus', 'MINDOK', 'Pegasus Spiele', 'Plan B Games', 'Stronghold Games', 'uplay.it edizioni', 'Zvezda']","['American West', 'Animals', 'Economic']","['Animals: Cattle / Cows', 'Cities: Kansas City (Missouri, USA)', 'Components: Control Boards', 'Country: USA', 'Game: Great Western Trail', 'Mechanism: Tableau Building', 'Series: The Great Designers (Stronghold Games)', 'States: Texas']","['Deck, Bag, and Pool Building', 'Hand Management', 'Ownership', 'Point to Point Movement', 'Rondel', 'Set Collection', 'Track Movement', 'Variable Set-up']",,,,,2018-10-06,9,2018-11-17,11,2019-10-12,,,,,,,,,,,,,,,,,8,2018-10-06,10,2019-03-16,,,,,,,,,https://boardgamegeek.com/boardgame/193738
162886,Spirit Island,['R. Eric Reuss'],"['Jason Behnke', 'Loïc Berger', 'Loïc Billiau', 'Cari Corene', 'Lucas Durham', 'Rocky Hammer', 'Kat G Birmelin', 'Sydni Kruger', 'Nolan Nasser', 'Jorge Ramos', 'Adam Rebottaro', 'Moro Rogers', 'Graham Sternberg', 'Shane Tyree', 'Joshua Wright (I)']",2017,1,4,13,120,90,120,"['Greater Than Games', 'Ace Studios', 'Arrakis Games', 'BoardM Factory', 'Engames', 'Gém Klub Kft.', 'Ghenos Games', 'Hobby World', 'Intrafin Games', 'Lacerta', 'One Moment Games', 'Pegasus Spiele']","['Age of Reason', 'Environmental', 'Fantasy', 'Fighting', 'Mythology', 'Territory Building']","['Components: Map (Continental / National scale)', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Game: Spirit Island', 'Players: Games with Solitaire Rules', 'Theme: Colonial']","['Action Retrieval', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Events', 'Hand Management', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers']",,,,,2018-10-06,12,2021-01-02,32,2018-10-06,,,,,,,,,,,,,,,,,10,2021-05-15,22,2018-10-06,5,2019-04-06,10,2018-10-06,,,,,https://boardgamegeek.com/boardgame/162886
115746,War of the Ring: Second Edition,"['Roberto Di Meglio', 'Marco Maggi', 'Francesco Nepitello']",['John Howe'],2012,2,4,13,180,150,180,"['Ares Games', 'Angry Lion Games', 'Devir', 'GaGa Games', 'Galakta', 'Heidelberger Spieleverlag', 'Nuts! Publishing', 'Planplay', 'Red Glove', 'Sophisticated Games', 'Zhiyanjia']","['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based', 'Territory Building', 'Wargame']","['Authors: J.R.R. Tolkien', 'Components: Map (Continental / National scale)', 'Components: Miniatures', 'Creatures: Monsters', 'Series: War of the Ring (Nexus/Ares Games)']","['Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Dice Rolling', 'Hand Management', 'Hidden Movement', 'Movement Points', 'Simulation', 'Team-Based Game']",,,,,2020-04-11,11,2020-10-31,13,2021-03-13,,,,,,,,,,,,,,,,,,,,,4,2020-04-11,6,2020-11-14,2,2020-05-30,2,2020-05-30,https://boardgamegeek.com/boardgame/115746
169786,Scythe,['Jamey Stegmaier'],['Jakub Rozalski'],2016,1,5,14,115,90,115,"['Stonemaier Games', 'Albi', 'Angry Lion Games', 'Arclight', 'CrowD Games', 'Delta Vision Publishing', 'Feuerland Spiele', 'Fire on Board Jogos', 'Geekach Games', 'Ghenos Games', 'Korea Boardgames Co., Ltd.', 'Ludofy Creative', 'Maldito Games', 'Matagot', 'Morning', 'PHALANX', 'Playfun Games']","['Economic', 'Fighting', 'Science Fiction', 'Territory Building']","['Components: Control Boards', 'Components: Map (Continental / National scale)', 'Components: Meeples (Black)', 'Components: Meeples (Blue)', 'Components: Meeples (Red)', 'Components: Meeples (Yellow)', 'Components: Miniatures', 'Crowdfunding: Kickstarter', 'Game: Scythe', 'Mechanism: Tableau Building', 'Players: Games with Solitaire Rules', 'Theme: Alternate History', 'Theme: Dieselpunk', 'Theme: Mech Warfare']","['Area Majority / Influence', 'Card Play Conflict Resolution', 'Force Commitment', 'Grid Movement', 'Hexagon Grid', 'King of the Hill', 'Movement Points', 'Moving Multiple Units', 'Narrative Choice / Paragraph', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Variable Player Powers']",,,,,2018-10-06,7,2018-10-06,14,2021-01-09,,,,,,,,,,,,,,,,,9,2018-10-06,13,2020-11-21,,,,,,,,,https://boardgamegeek.com/boardgame/169786
84876,The Castles of Burgundy,['Stefan Feld'],"['Julien Delval', 'Harald Lieske']",2011,2,4,12,90,30,90,"['alea', 'Ravensburger', 'Broadway Toys LTD', 'Giochi Uniti', 'Grow Jogos e Brinquedos', 'Hobby World', 'Maldito Games', 'Rebel Sp. z o.o.']","['Dice', 'Medieval', 'Territory Building']","['Components: Map (Continental / National scale)', 'Country: France', 'Digital Implementations: Boiteajeux', 'Digital Implementations: Yucata', 'Game: The Castles of Burgundy', 'Mechanism: Tableau Building', 'Players: Games with expansions that add solo play', 'Region: Burgundy (France)', 'Series: Alea Big Box']","['Dice Rolling', 'Grid Coverage', 'Hexagon Grid', 'Set Collection', 'Tile Placement', 'Turn Order: Stat-Based', 'Worker Placement with Dice Workers']",,,,,2018-10-06,11,2018-10-06,15,2019-08-03,,,,,,,,,,,,,,,,,12,2018-10-06,14,2019-02-02,,,,,,,,,https://boardgamegeek.com/boardgame/84876
120677,Terra Mystica,"['Jens Drögemüller', 'Helge Ostertag']",['Dennis Lohausen'],2012,2,5,12,150,60,150,"['Feuerland Spiele', 'Bard Centrum Gier', 'Capstone Games', 'Cranio Creations', 'Devir', 'Filosofia Éditions', 'FunBox Jogos', 'Gém Klub Kft.', 'HomoLudicus', 'Mandala Jogos', 'MINDOK', 'Swan Panasia Co., Ltd.', 'テンデイズゲームズ (Ten Days Games)', 'White Goblin Games', 'Z-Man Games, Inc.', 'Zvezda']","['Civilization', 'Economic', 'Fantasy', 'Territory Building']","['Category: Combinatorial', 'Components: Control Boards', 'Components: Map (Continental / National scale)', 'Digital Implementations: Board Game Arena', 'Digital Implementations: Yucata', 'Game: Terra Mystica', 'Mechanism: Tableau Building']","['End Game Bonuses', 'Hexagon Grid', 'Income', 'Increase Value of Unchosen Resources', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",,,,,2018-10-06,9,2018-10-06,16,2020-12-05,,,,,,,,,,,,,,,,,10,2018-10-06,16,2020-11-21,,,,,,,,,https://boardgamegeek.com/boardgame/120677
173346,7 Wonders Duel,"['Antoine Bauza', 'Bruno Cathala']",['Miguel Coimbra'],2015,2,2,10,30,30,30,"['Repos Production', 'ADC Blackfire Entertainment', 'Asmodee China', 'Asmodee Italia', 'Asterion Press', 'Galápagos Jogos', 'Gém Klub Kft.', 'KADABRA', 'Kaissa Chess & Games', 'Korea Boardgames Co., Ltd.', 'Lautapelit.fi', 'Lifestyle Boardgames Ltd', 'Ludicus', 'Ponva d.o.o.', 'Pridemage Games', 'Rebel Sp. z o.o.', 'Siam Board Games', 'Sombreros Production', 'Ігромаг']","['Ancient', 'Card Game', 'City Building', 'Civilization', 'Economic']","['Digital Implementations: Board Game Arena', 'Game: 7 Wonders', 'Game: 7 Wonders Duel', 'Mechanism: Tableau Building', 'Players: Games with expansions that add solo play', 'Players: Two Player Only Games', 'Versions & Editions: Two-Player Versions of More-Player Games']","['Card Drafting', 'Set Collection', 'Sudden Death Ending', 'Tug of War']",,,,,2018-10-06,12,2018-10-06,17,2019-07-20,,,,,,,,,,,,,,,,,13,2018-10-06,19,2020-10-31,,,,,,,,,https://boardgamegeek.com/boardgame/173346
124361,Concordia,['Mac Gerdts'],"['Marina Fahrenbach', 'Mac Gerdts', 'Dominik Mayer']",2013,2,5,13,100,100,100,"['PD-Verlag', '999 Games', 'Cranio Creations', 'CrowD Games', 'Ediciones MasQueOca', 'Egmont Polska', 'Gém Klub Kft.', 'Heidelberger Spieleverlag', 'Korea Boardgames Co., Ltd.', 'Lex Games', 'New Games Order, LLC', 'Playfun Games', 'Rio Grande Games', 'Ystari Games']","['Ancient', 'Economic', 'Nautical']","['Ancient: Rome', 'Components: Map (Continental / National scale)', 'Digital Implementations: Boiteajeux', 'Game: Concordia', 'Region: Mediterranean Sea']","['Action Retrieval', 'Advantage Token', 'Auction: Dutch', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Movement Points', 'Point to Point Movement', 'Set Collection', 'Variable Set-up']",,,,,2018-10-06,17,2019-05-18,22,2018-10-06,,,,,,,,,,,,,,,,,15,2018-10-27,17,2019-01-12,,,,,,,,,https://boardgamegeek.com/boardgame/124361
28720,Brass: Lancashire,['Martin Wallace'],"['Gavan Brown', 'Lina Cossette', 'Peter Dennis', 'David Forest', 'Eckhard Freytag', 'Damien Mammoliti']",2007,2,4,14,120,60,120,"['Roxley', 'Warfrog Games', 'Arclight', 'BoardM Factory', 'Conclave Editora', 'CrowD Games', 'Eagle-Gryphon Games', 'FRED Distribution, Inc.', 'Funforge', 'Ghenos Games', 'Giant Roc', 'Maldito Games', 'Pegasus Spiele', 'PHALANX', 'Wargames Club Publishing', 'White Goblin Games']","['Economic', 'Industry / Manufacturing', 'Post-Napoleonic', 'Transportation']","['Cities: Manchester (England)', 'Country: England', 'Game: Brass', 'History: Industrial Revolution', 'Theme: Canals']","['Hand Management', 'Income', 'Loans', 'Network and Route Building', 'Tech Trees / Tech Tracks']",,,,,2018-10-06,18,2020-03-21,26,2018-10-06,,,,,,,,,,,,,,,,,13,2021-04-17,20,2018-10-06,,,,,,,,,https://boardgamegeek.com/boardgame/28720
266192,Wingspan,['Elizabeth Hargrave'],"['Ana Maria Martinez Jaramillo', 'Natalia Rojas', 'Beth Sobel']",2019,1,5,10,70,40,70,"['Stonemaier Games', '999 Games', 'Angry Lion Games', 'Arclight', 'Brain Games', 'Delta Vision Publishing', 'Divercentro', 'Feuerland Spiele', 'Ghenos Games', 'Green Elephant Games', 'Kaissa Chess & Games', 'Korea Boardgames Co., Ltd.', 'Lautapelit.fi', 'Lavka Games', 'Ludofy Creative', 'Maldito Games', 'Matagot', 'MINDOK', 'NeoTroy Games', 'Rebel Sp. z o.o.', 'Regatul Jocurilor', 'Siam Board Games', ""Surfin' Meeple China"", 'Ігромаг']","['Animals', 'Card Game', 'Educational']","['Animals: Birds', 'Animals: Crows / Ravens / Magpies', 'Animals: Ducks', 'Animals: Geese', 'Animals: Owls', 'Animals: Turkeys', 'Components: Control Boards', 'Components: Dice with Icons', 'Components: Drop Tower', 'Components: Game Trayz Inside', 'Game: Wingspan', 'Mechanism: Tableau Building', 'Players: Games with Solitaire Rules', 'Theme: Biology', 'Theme: Nature']","['Card Drafting', 'Dice Rolling', 'Drafting', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Solo / Solitaire Game']",,,,,2019-01-26,19,2020-06-06,669,2019-01-26,,,,,,,,,1,2019-07-06,3,2019-04-20,,,,,21,2020-08-08,321,2019-01-26,,,,,,,,,https://boardgamegeek.com/boardgame/266192
177736,A Feast for Odin,['Uwe Rosenberg'],['Dennis Lohausen'],2016,1,4,12,120,30,120,"['Feuerland Spiele', 'Cranio Creations', 'Devir', 'Filosofia Éditions', 'Game Harbor', 'Hobby World', 'Korea Boardgames Co., Ltd.', 'Lacerta', 'Mandala Jogos', 'テンデイズゲームズ (Ten Days Games)', 'White Goblin Games', 'Z-Man Games, Inc.']","['Economic', 'Industry / Manufacturing', 'Medieval', 'Puzzle']","['Admin: Better Description Needed!', 'Components: Polyominoes', 'Country: Iceland', 'Game: A Feast for Odin', 'Mechanism: Tableau Building', 'Players: Games with Solitaire Rules', 'Series: Harvest (Uwe Rosenberg)', 'Theme: Food / Cooking', 'Theme: Vikings']","['Automatic Resource Growth', 'Dice Rolling', 'Grid Coverage', 'Income', 'Pattern Building', 'Push Your Luck', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Pass Order', 'Worker Placement']",,,,,2018-10-06,21,2020-10-31,31,2018-10-20,,,,,,,,,,,,,,,,,16,2020-08-08,24,2018-11-24,,,,,,,,,https://boardgamegeek.com/boardgame/177736
205637,Arkham Horror: The Card Game,"['Nate French', 'MJ Newman']","['Christopher Hosch', 'Marcin Jakubowski', 'Ignacio Bazán Lazcano', 'Henning Ludvigsen', 'Mercedes Opheim', 'Zoe Robinson', 'Evan Simonet']",2016,1,2,14,120,60,120,"['Fantasy Flight Games', 'Arclight', 'Asmodee', 'Asmodee China', 'Asterion Press', 'Edge Entertainment', 'Galakta', 'Heidelberger Spieleverlag', 'Hobby World', 'Korea Boardgames Co., Ltd.', 'Ігромаг']","['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Horror', 'Novel-based']","['Collectible: Living Card Game (Fantasy Flight Games)', 'Game: Arkham Horror – The Card Game', 'Mechanism: Campaign Games', 'Players: Games with Solitaire Rules', 'Series: Arkham Horror Files (Fantasy Flight Games)', 'Theme: Cthulhu Mythos', 'Versions & Editions: Card Versions of Non-Card Games']","['Action Points', 'Cooperative Game', 'Deck Construction', 'Hand Management', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",,,,,2018-10-06,17,2018-10-06,22,2021-01-16,,,,,1,2018-10-06,1,2018-10-06,,,,,,,,,,,,,7,2020-02-08,10,2021-01-02,,,,,https://boardgamegeek.com/boardgame/205637
183394,Viticulture Essential Edition,"['Jamey Stegmaier', 'Alan Stone']","['Jacqui Davis', 'David Montgomery', 'Beth Sobel']",2015,1,6,13,90,45,90,"['Stonemaier Games', 'Angry Lion Games', 'Arclight', 'Delta Vision Publishing', 'Feuerland Spiele', 'Ghenos Games', 'Kilogames', 'Korea Boardgames Co., Ltd.', 'Lavka Games', 'Ludofy Creative', 'Maldito Games', 'Matagot', 'PHALANX']","['Economic', 'Farming']","['Country: Italy', 'Food & Drink: Wine', 'Game: Viticulture', 'Players: Games with Solitaire Rules']","['Contracts', 'Hand Management', 'Solo / Solitaire Game', 'Turn Order: Auction', 'Victory Points as a Resource', 'Worker Placement', 'Worker Placement, Different Worker Types']",,,,,2018-10-06,18,2018-10-06,23,2020-11-07,,,,,,,,,,,,,,,,,15,2018-10-06,22,2020-10-24,,,,,,,,,https://boardgamegeek.com/boardgame/183394
